stop_id,stop_code,stop_name,stop_lat,stop_lon
503,DC4380,Chanchal Park,28.646333,77.021767
504,U02345,Gurudwara Rakab Ganj,28.6185,77.206
505,U02417,Kidwai Nagar,28.5735,77.2095
506,DC4403,Nangloi,28.681483,77.06735
507,U02924,Sunder Nagar,28.605117,77.24045
508,U01019,Lajwanti Garden,28.614,77.1062
509,U01017,Visram Chowk,28.70915,77.1055833333333
510,DC0037,Dera Satguru Sewaram Sahai Sec 24/25,28.7297,77.094967
511,U01424,Moti Nagar,28.658615,77.144108
512,DC3737,Check Post,28.739367,77.24745
513,DC3928,Nanak Piyau / DTC Colony,28.69105,77.1927833333333
514,U02741,Central School Lodhi Colony,28.5848,77.22815
515,U03738,Fire Station,28.605067,77.322683
516,U00526,Rajapuri,28.6738,77.0551
517,DC0089,Raghubir Nagar N Block,28.6593666666667,77.11245
518,U02717,Ambedkar Nagar Terminal,28.515935,77.226604
519,DC4317,Chand Nagar,28.645206,77.099338
520,U01291,Pitampura JD Block,28.70185,77.13455
521,U99608,Rajeev Nagar,28.724983,77.058433
522,U00424,Dwarka Sec 13,28.605567,77.036383
523,DC4154,Sarojini Nagar Depot,28.573304,77.190001
524,U02998,Nizamuddin Extension,28.589633,77.2463
525,U02672,Mori Gate Terminal,28.667,77.2247
526,U01692,Pusa Quarters,28.630033,77.166983
527,U01251,Madhuvan Chowk,28.7046,77.13
528,U01777,R. K. Puram Sec-12,28.5757,77.1724
529,DC4131,Le Meridian Hotel,28.619333,77.2176
530,DC4108,RK Khanna Tennis Stadium,28.558333,77.187283
531,U03317,Shakarpur School Block,28.627433,77.279283
532,DC3843,Air Force Officers Flats Dhaula Kuan,28.600967,77.167867
533,U02136,Shakti Nagar Nangia Park,28.68035,77.196233
534,U00774,Major Bhupinder Singh Nagar,28.6469,77.0848
535,DC4446,Daulat Pur Crossing,28.543634,76.970812
536,U01561,Ram Pura (Ashok Park),28.67148,77.157173
537,U01502,Subroto Park (Arjun Path),28.574317,77.151517
538,U01628,Dhaula Kuan,28.60005,77.162017
539,U01994,Qutab Minar,28.5264,77.1861
540,U02290,Padhmini Enclave,28.5498,77.2038
541,DC4592,Majnu Ka Teela Ring Road,28.69765,77.22741
542,U02538,Gandhi Vihar,28.7223,77.2165
543,U01857,Andheria More / Chhatarpur Metro Station,28.509217,77.178967
544,U00233,Najafgarh Delhi Gate,28.6118,76.9856
545,DC4569,Shri Krishna Gaushala,28.779613,77.022005
546,U02647,Ajmeri Gate / Kamla Market,28.6448,77.223733
547,DC4234,ESI Hospital,28.66605,77.310783
548,DC3697,H-3 Vikas Puri,28.645922,77.079312
549,U01085,Ordinance Depot,28.6768,77.1148
550,DC3720,Gurudwara Bangla Sahib,28.628133,77.2094
552,U02732,Defence Colony (Homyopathic College),28.571983,77.227667
553,DC0086,Saiyyad Nagar Dilshad Garden,28.682567,77.33155
554,U01955,Gujranwala Town,28.6996,77.1845
555,DC3820,Sarita Vihar D Block / Madanpur Khadar Village,28.532267,77.296383
556,DC3640,Palam More,28.568033,77.130033
557,U03150,DDA Market Kalkaji,28.530617,77.258533
558,U01681,Jahangirpuri B Block,28.7293,77.1662
559,U03186,Maharani Bagh / Ashram,28.576633,77.26445
560,U00847,Q-Block Mangolpuri,28.6877,77.0913
561,U99985A,Tagore Garden Gurudwara / Holy Child School,28.650417,77.113733
562,U01716,ARSD College (Dhaula Kuan),28.590383,77.168467
563,U00956,Desu Colony,28.6111,77.0989
564,U00955,Fateh Nagar,28.6312,77.09885
565,U02944,ITO,28.6291,77.241517
566,DC4343,Amrohi More,28.574817,77.0513
567,U01024,Mangolpur Police Lines,28.6945,77.1066
568,U03131,DDA Market Kalkaji,28.529982,77.258506
569,DC3943,Sapera Basti Crossing,28.6181,77.336267
570,U01217,Government Press,28.634617,77.127633
571,U03066,Nizamuddin Railway Station,28.586433,77.25305
572,DC3869,Narain DharamKanta,28.670618,77.057884
573,U01829,Anand Parbat Industrial Area,28.6648,77.1754
575,U03294,Okhla Phase 1,28.520517,77.277267
576,U03258,Bharat Nagar Crossing,28.5622,77.2723
577,U02145,Talkatora Stadium,28.6263,77.1965
578,U02388,Malka Ganj Terminal,28.677583,77.2078
579,U02536,Sadhna Enclave,28.542983,77.216433
580,U03431,P S Pandav Nagar,28.6147,77.2903
581,DC0133,Khichdipur,28.624633,77.3095
582,U99828A,Samalka Crossing,28.53795,77.09365
583,U02044,Bhikaji Cama Place,28.568,77.1896
584,DC3806,Satyawati College,28.695345,77.179374
585,U02962,ITO,28.628183,77.24515
586,U03631,GTB Hospital,28.6843,77.311
587,U00991,West Enclave,28.6936,77.1023
588,U02021,Dev Nagar,28.6564,77.1881
589,U03809,Mayur Vihar Phase III A1 Block,28.608717,77.33715
590,U02323,Kendriya Terminal / Gurudwara Rakab Gunj,28.6212,77.2053
591,U02844,Bapa Nagar,28.6057,77.2351
592,U03094,Tara Apartments Terminal,28.523828,77.255068
593,DC4546,Sec A-9 and A-6 Narela,28.851771,77.097849
594,U02930,CGO Complex,28.587033,77.2408
595,U00289,Ghevra Village,28.696417,76.997967
596,U00875,Janak Puri B-3,28.622917,77.09275
597,U00522,ShivRam Park,28.667651,77.055346
598,U00919,Peera Garhi Chowk,28.679533,77.09575
599,DC3743,Chauhan Patti (Terminal),28.754859,77.243323
600,U03041LN,Lajpat Nagar Crossing,28.5643,77.2501
601,U01116,Tagore Garden,28.644217,77.1133
602,DC3594,Shastri Park DMRC Depot,28.674167,77.243433
603,U02548,Nirman Bhawan,28.61035,77.217217
604,U00729,District Centre Outer Ring Road,28.6327,77.0811
605,U03451,Radheypuri,28.655,77.2919
606,DC3680,Gazi Pur DDA Flats,28.6229,77.319767
607,DC3531,Kair Depot,28.618288,76.930672
608,U01042,Lajwanti Garden,28.6129,77.1096
609,DC4068,Janki Devi College,28.641629,77.1898
610,U03728,Surya Nagar,28.6668,77.3217
611,U02553,Prithvi Raj Road Crossing,28.5965,77.2174
612,DC4217,Shalimar Bagh BA Block,28.708633,77.161828
613,U03376,East Azad Nagar,28.666617,77.2832
614,U03644,Dilshad Garden School,28.6808,77.3136
615,U02738,JLN Marg,28.6421,77.22785
616,U03054,Rojdoot Hotel,28.5827,77.2525
617,U01801,South Moti Bagh,28.5778,77.1742
618,U01838,Jahangir Puri Outer Ring Road,28.73425,77.17645
619,U01744,Daya Basti Flyover,28.666346,77.169943
621,U03097,Gamri Extn Pusta No.5,28.6957,77.2551
622,U01542,Shadipur Depot,28.6536,77.1553
623,U01452,Badli Xing,28.7284,77.1463
624,U01512,Mukraba Chowk,28.7323,77.1521
625,U99882A,Jahangirpuri GT Road (Metro Station),28.7257,77.163
626,U01555,Todapur Village,28.624,77.1565
627,U02117,DB Gupta Market,28.651809,77.19481
629,DC3657,Ram Jas Road,28.658993,77.191289
630,DC0069,Khayala More/ Subhash Nagar Crossing,28.642984,77.10738
631,DC3903,PS Bawana,28.8065666666667,77.023
632,U02616,Delhi Vidhan Sabha,28.6878,77.2214
633,U02435,Kidwai Nagar (INA Colony),28.5761,77.2099
634,U01143,Rajouri Garden,28.648433,77.120783
635,U02480,SJ Madrasa,28.586683,77.212767
636,U03769,Mayur vihar Phase-III Crossing,28.6017,77.32755
637,U03435,Surajkund Crossing,28.5017,77.291
638,DC4214,Shalimar Bagh BH Block,28.715233,77.156869
639,U02618,Vigyan Bhawan,28.610033,77.221967
640,U01481,R R Line,28.596167,77.1504
641,U00832,Mangolpuri Y Block,28.702717,77.089517
642,U02877,Golf Club / Sunder Nagar,28.601367,77.237883
643,U03588,Balco Apartment,28.6299,77.3067
644,DC3925,C-1 Keshav Puram,28.683117,77.1545
645,U00015,Qadipur,28.5782,76.8798
646,DC4420,Ghuman Hera School,28.537115,76.922376
647,U03482,New Rajdhani Enclave,28.642483,77.29635
648,U01812,Daya Basti,28.6649,77.1747
649,U02634,Super Bazar,28.632583,77.22305
650,U02036,Chowki No 2 / Gulabi Bagh Crossing,28.6769833333333,77.1889
651,U03015,IP Power Station / ITO Ring Road,28.624517,77.247117
652,DC4114,Geeta Colony Block 5,28.653174,77.271397
653,DC0034,Power House Rohini Sec 24,28.727167,77.080283
654,U00511,Qamruddin Nagar Terminal,28.682183,77.054367
655,U00312,Kanjhawala Depot (Narela Road),28.727519,77.002541
656,DC3634,IOL,28.57535,77.116967
657,DC3534,Tilak Nagar,28.63545,77.09295
658,U99782,East Vinod Nagar Depot,28.6227,77.3039
659,U00734,Krishna Park,28.6392,77.0817
660,U00025,Mata DanKaur Public School,28.597584,76.899172
661,U03718,Gazipur Dairy Farm,28.6203,77.3208
662,U99791,Shaheed Bhagat Singh Nagar,28.724891,77.029213
663,DC4320,Chaukhandi,28.64706,77.09563
664,WPD,Wazirpur Depot / Subhash Place Depot,28.694867,77.15485
665,U02041,Bhikaji Cama Place,28.568,77.1893
666,U00447,Harijan Basti,28.707417,77.040383
667,U02856,Red Fort,28.6541,77.236433
668,DC4297,Mahindra Park Road No-44,28.684023,77.135913
669,DC4128,Geeta Colony Block 5,28.653217,77.271333
670,U03432,Dharma Apartment,28.6199,77.29005
671,U99751,Ranhola Extension,28.6584,77.04395
672,DC4274,Ramleela Ground Geeta Colony,28.654483,77.274867
673,DC4506,Surehra Village,28.59870792487,76.9364446428843
674,U03036,Hamdard Nagar / Sangam Vihar,28.511967,77.249783
675,U00640,Dwarka Sec-1 Mahalaxmi Apartment,28.5961,77.0719
676,U01389,Moti Nagar Market,28.657233,77.14125
677,DC4529,JJ Colony Bawana Road,28.806709,77.047729
678,U02023,Gulabi Bagh,28.674998,77.188525
679,U00555,Uttam Nagar,28.622733,77.060223
680,U03125,Shastri Park,28.6723,77.2571
681,U02635,Balak Ram Hospital,28.7049,77.2231
682,U01135,Deepali Chowk,28.6980166666667,77.1195
683,U02466,Rail Bhawan Metro Station / Krishi Bhawan,28.61495,77.212067
684,DC4337,Qutub Vihar Phase-I Kikar Stand,28.5784,77.029767
685,DC4443,Shikar Pur Crossing,28.545597,76.965275
686,DC0103,Ram Vihar,28.657733,77.310467
687,U01931,IIT Hostel,28.5497,77.18555
688,U03471,Maruti Factory,28.5187,77.2952
689,DC4383,Baprola Village,28.640967,77.011733
690,DC4051,C4 Yamuna Vihar Crossing,28.70065,77.283667
691,U00643JC,Jain Colony,28.75375,77.0728
692,U02216,Burari Village,28.7541,77.199
693,U01576,Prem Bari Pul,28.6999,77.1583
694,U00807,C2D Janakpuri,28.61446,77.086985
695,DC4191,R K Puram Sec 9,28.574718,77.168577
696,U00803,Hanuman Mandir Rohini Sec 24,28.722883,77.087733
697,U99882,Jahangirpuri GT Road,28.725467,77.162833
698,U01213,Kibri Place,28.6044,77.1273
699,DC4489,PTS Jharoda Kalan,28.64293,76.958068
700,U03088,Gamri Ext / Pusta 5,28.695467,77.254783
701,U01852,RK Puram Sec 1,28.563,77.1783
702,DC3886,Pochan Pur Village,28.558449,77.043126
703,U03712,Ram Prastha Crossing,28.6608,77.3202
704,U03113,Desh Bandhu College,28.541258,77.255656
705,U02858,Red Fort,28.65405,77.23645
706,U01760,Janak Vihar,28.6314,77.1711
707,DC3909,Hari Nagar (Mohan Mandir) Mayapuri,28.630683,77.124267
708,U01827,Rajender Nagar,28.641,77.1759
709,DC3674,Mangolpuri K Block (Sanjay Gandhi Hospital),28.694728,77.081911
710,U02171,Dhaula Peer,28.52255,77.19315
711,DC3717,GTB Nagar / Haqiqat Nagar,28.698158,77.207636
712,U02387,Ice Factory (Roshanara Road),28.66745,77.20765
713,U00527,Bharthal Under Pass,28.5477,77.0568
714,U00610,C Block Vikaspuri,28.633233,77.06885
715,DC3968,Kapashera Village Bijwasan Road,28.527567,77.076117
716,U01390,Samaypur School,28.744211,77.143076
717,U01693,Bhalaswa Xing,28.7371666666667,77.1682
718,U02253,IIT Gate (Aurobindo Marg),28.54585,77.201967
719,U01996,Telephone Exchange,28.6975,77.1862
720,U03436,Okhla Village,28.563423,77.291309
721,U99993,Jahangirpuri GT Road,28.7252,77.1634
722,DC4466,Mundhela Kalan School,28.60529,76.893629
723,U02707,PT College Kotla,28.5699,77.2263
724,U00656,Dwarka Sec 1,28.594283,77.073867
725,U02408,Panchsheel Club,28.544567,77.208833
726,U01168,Madipur Village,28.675967,77.123833
727,DC3780,CRPF Camp Okhla Phase 1,28.52855,77.270367
728,U01206,Raja Garden,28.6513,77.1266
729,DC0040,Rithala Village,28.725917,77.100106
730,DC0083,Jija Bai Udyogic Sansthan,28.555283,77.214017
731,DC4008,Samaspur Khalsa,28.578317,76.909933
732,DC4031,Mayur Vihar Phase II,28.620333,77.304833
733,DC3962,Bijwasan Railway Crossing,28.533133,77.055717
734,U00564,Kirari Gaon,28.693783,77.061067
735,U99795,Kanjhawala Chowk,28.7377,77.0077
736,DC108,Nai Basti,28.5616,77.2945
737,DC0017,Vidhan Sabha Metro Station,28.6877833333333,77.2214333333333
738,DC3985,Hardev Puri,28.689533,77.29595
739,U02360,GTB Nagar,28.69835,77.2057
740,U00317,Kanjhawala Haryana Shakti C-School,28.713983,77.003267
741,U02026,R K Puram Sec-2,28.5616,77.1885
742,DC4254,Sena Bhawan,28.60815,77.206667
743,U02795,ISBT Ring Road,28.671267,77.231183
744,U03622,GTB Hospital,28.6855,77.3104
745,DC4300,Road No-44 Crossing,28.686086,77.135974
746,U01834,Shastri Nagar E Block,28.671267,77.176283
747,U03057,Majeedia Hospital,28.515017,77.252617
748,U00988,West Enclave,28.6931,77.1017
749,U02626,Scindia House,28.6287,77.2219
750,U02929,Express Building,28.6339,77.2408
751,U03268,Seelam Pur Petrol Pump,28.672117,77.273467
752,DC4426,KharKhari Nahar,28.58704,76.959128
753,U99852,Unani Hospital / Okhla Ext Thokar 3,28.55898,77.296216
754,U02381,Yusuf Sarai,28.5627,77.2077
755,U02377,Yusuf Sarai,28.5626,77.2074
756,U02300,Jhandewalan,28.646833,77.204083
757,U00721,New Dwarka Road / Seetapuri,28.60955,77.08075
758,DC3597,New Sabzi Mandi,28.7143,77.172217
759,U03828,Mayur Vihar Phase III Crossing,28.615983,77.34145
760,DC3763,Sukhdev Vihar,28.558983,77.273067
761,DC3740,Sabhapur More,28.750167,77.24385
762,DC4400,Qamruddin Nagar,28.6744,77.060767
763,DC3889,DTC Rajghat Depot,28.640467,77.25775
764,DC4549,Kasturi Ram School,28.837258,77.098101
765,DC4526,Bawana Village,28.799966,77.035368
766,U99863,CWG Village / PWD Office,28.6036,77.2691
767,U03412,East Krishna Nagar,28.659883,77.28835
768,U03241,Welcome Colony,28.6711,77.2698
769,U01745,Vasant Kunj Sec-A Pkt-BC,28.51035,77.170483
770,U03719,Anand Gram,28.688783,77.321617
771,U03463,Shashi Garden Xing,28.6136,77.2937
772,U01021,Mangol Pur School,28.6948,77.106467
773,U02906,National Stadium,28.610497,77.24023
774,U99611,Radha Swami Satsang / Rupali Enclave,28.733933,77.020783
775,U01505,Guru Govind Singh College,28.698033,77.15165
776,U01476,ESI Dispensary,28.6605,77.1475
777,U03333,Jamiya Millia College,28.5609,77.2798
778,U01255,Rohini Sec 18 Bus Terminal,28.744967,77.130533
779,U02305,Kendriya Terminal,28.617483,77.203817
780,U03992A,Gupta Market,28.565133,77.239733
781,U02033,State Bank Colony,28.6954,77.1883
782,DC3660,Peeragarhi Chowk,28.67915,77.096067
783,U02083,Green Field School,28.56584,77.194365
784,U99868,New Delhi Railway Station Gate 2,28.6419497,77.22373542
785,DC4151,Aero City Metro Station,28.5484,77.12066
786,U00643,Jain Colony,28.7539,77.072883
787,U03345,Shakarpur,28.633517,77.282067
789,U03166,Govindpuri,28.538825,77.261639
790,U03679,Anand Vihar ISBT Terminal,28.645868,77.315375
791,U01666,Zakhira Flyover,28.66865,77.1654
792,U01763,E Block Jahangir Puri Terminal,28.7330833333333,77.17265
794,U00371,Mundka Main Rohtak Road School,28.683033,77.024517
795,U01805,South Moti Bagh (Ring Road),28.58195,77.174283
796,DC3700,H-3 Vikas Puri,28.646583,77.0794
797,DC4589,Raksha Vigyan Kendra / Metcalf House,28.68198,77.22901
798,U00677,Surajmal Stadium,28.681783,77.072983
799,DC4197,NHAI Building/ Dwarka Sec-10 Metro Station,28.578409,77.058932
800,U00595,Nangloi,28.681617,77.06725
801,U03287,MB Road,28.5058,77.276283
802,U02146,Dr. RML Hospital,28.6226,77.1966
803,U01440,Shakur Pur,28.684483,77.145283
804,U01458,Inder Puri (Krishi Kunj),28.6371,77.1468
805,U03498,ITI Khichiripur,28.613,77.2977
806,U03055,Delhi Secretariat,28.62795,77.25235
807,U02457,Patel Chowk,28.6244,77.2112
808,U00839,Meera Bagh Apartment,28.6572,77.0908
809,U03509,Mansarovar Park Metro Station,28.6759,77.2999
810,U00336,Baprola School,28.63845,77.00785
811,U02554,Claridges Hotel,28.602117,77.21765
813,U01938,Amrit Vihar,28.7643,77.1838
814,U00770,Major Bhupinder Singh Marg,28.64735,77.084783
815,U01791,Munirka DDA Flats,28.555433,77.17635
816,DC4237,Satyam Enclave / Jhilmil DDA Flats,28.666733,77.30465
817,U02703,Ajmeri Gate / Kamla Market,28.6440833333333,77.22405
818,U99952,Jor Bagh,28.585683,77.2168
819,U02620,Vidhan Sabha Metro Station,28.68775,77.22165
820,DC3574,Tilak Nagar / Sant Pura,28.638917,77.100467
821,U02495SB,Krishi Bhawan,28.6169,77.213617
822,U01321,Naraina Village,28.6186,77.1362
823,DC4503,Sainik Enclave Jharoda,28.634639,76.963163
824,U00959,Avantika Sec-2,28.7019333333333,77.0991
825,DC3723,Sant Nagar Main Market,28.741983,77.1978
826,U03286,Laxmi Nagar Metro Station,28.630967,77.277767
827,DC4566,Ishwar Colony,28.794709,77.030052
828,DC4025,Ujwa Gaon,28.568783,76.9067
829,U03814,Mayur Vihar Phase III A1 Block,28.608467,77.33735
831,U00742,Krishna Park,28.6391,77.0819
832,DC4555,Bharat Mata School,28.833074,77.076871
833,NS0375,DDA Flats Kalkaji,28.5254,77.2568
834,DC4532,Sanoth Xing / Ghogha Xing,28.819907,77.06374
835,U01209,Rajouri Garden Market,28.6453,77.1268
836,DC0046,Rohini Sec 22/24 Crossing,28.720656,77.069805
837,NS0505,Dwarka Sec 3/4,28.602367,77.042683
838,DC4701,S Block Greater Kailash- II,28.52922,77.245027
839,DC4578,Malik Pur Village Crossing,28.552333,76.907483
840,DC4432,Khera Village,28.596312,76.964794
841,U02870,Savitri Cinema,28.54175,77.23855
842,U99712,Rajghat Gandhi Darshan,28.639,77.2513
843,DC4386,Jai Vihar,28.6316,77.000483
844,U03996A,Jaitpur Mor,28.497367,77.302117
845,U02750,Metcalfe House,28.6807,77.2281
847,U02090,DDA Flats Lado Sarai,28.529833,77.192117
848,U01923,R K Puram Sec-3,28.55877,77.18227
849,U03158,Tughlaqabad Extn,28.5255,77.2607
850,U02711,Kasturba Gandhi Crossing,28.6234,77.2266
851,DC4240,Vivekanand Mahila College,28.665467,77.314517
852,U99679Z,Tehkhand Depot DTC,28.510917,77.281167
853,U01807,Sabji Mandi Azadpur,28.7143666666667,77.1722
854,U02649,New Delhi Railway Station Gate 2,28.64192836,77.22374256
855,U02393,Patel Chest,28.691304,77.208108
856,U02401,Hansraj College,28.6793,77.2084
857,U02979,Vijay Ghat,28.6578,77.2448
858,U00802,Keshopur Depot,28.6525,77.0876
859,U01395,ISIC Hospital (Verma farm),28.533917,77.142483
860,U01588,GTK Depot,28.731117,77.158967
861,U01065,Shahbad Daulatpur Gaon,28.745183,77.1121
862,U00499,Sultan Pur Crossing / Poothkhurd,28.767917,77.049267
863,U03461,Jagatpuri  A Block,28.651833,77.293083
864,U02807,Old Delhi Railway Station,28.6579,77.2319
865,U01275,NHW 8,28.569183,77.1326
866,U02851,LNJP Hospital,28.6401,77.234817
867,U02311,Jhandewalan,28.6471,77.2039
868,DC4163,Deep Market Ashok Vihar,28.693867,77.173
869,DC3769,Prem Nagar,28.742742,77.146403
870,DC3646,Dwarka Sec 1 Road No. 201,28.5945,77.073517
871,U99956,Lajpat Nagar,28.566667,77.24635
872,DC3937,Bodhik Sampda Bhawan,28.598033,77.025967
873,U02076,Gurudwara Nanak Pyau,28.6908,77.1918
874,U01359,Pittampura AP-Block,28.7034,77.1395
875,DC4455,Pandwala Crossing,28.558136,76.973881
876,U02430,Krishan Menon Marg,28.6069,77.2098
877,U03513,NTPC,28.5074,77.3002
878,DC4263,Shivpuri Colony,28.651867,77.2781
879,U01028,DA Block Hari Nagar,28.6249166666667,77.10705
880,U01640,Zakhira,28.668,77.164283
881,DC3875,Ranhola II,28.654767,77.037983
882,U02472,Indra Vihar,28.70608,77.21208
883,DC3971,Haryana Pottries,28.538183,77.0352
884,U01697,Inderlok,28.6714,77.1672
885,U00858,Sunder Vihar,28.6635,77.0918
886,DC4011,Ujwa Gaon,28.568767,76.906767
887,U03151,Ashram Chowk,28.571617,77.259167
888,U02681,Mori Gate Terminal,28.666517,77.225883
889,U03754,J  and  K Pocket Dilshad Garden,28.6797,77.3247
890,DC4226,Suraj Mal Vihar,28.661333,77.303717
891,U02364,Panchkuian Road,28.6402,77.2067
892,U03649,Nand Nagari E-Block,28.693817,77.3139
893,U02359,NDPO,28.6235,77.2065
894,U00324,Kanjhawala Village,28.734026,77.004905
895,U00652,Dwarka Crossing/ Dwarka Sec 1,28.594483,77.073583
896,DC4203,Delhi Sachivalaya (Raj Ghat Power House),28.637717,77.252683
897,U02584,Indian Oil Bhawan,28.6286,77.2193
898,U00380,Mundka School,28.682717,77.023883
899,U02028,Karol Bagh Metro Station,28.643911,77.188747
900,U99773,Mundhela Crossing,28.59765,76.895133
901,DC4034,Lal Bahadur Shashtri Hospital,28.617317,77.3098
902,DC4157,Chanakya Bhawan,28.58385,77.192083
903,U00461,DSIDC Bawana/ Dhakewala,28.780733,77.043767
904,U03343,Jharkhandi,28.6678,77.282
905,U01261,Punjabi Bagh Club,28.663517,77.131133
906,U03198,Seelam Pur Metro Station,28.67051,77.265754
907,U00165,Tikari Village,28.6875,76.9708
909,U01053,DDU Hospital,28.628,77.1107
910,U02215,CV Raman ITI,28.7208333333333,77.20005
912,DC3706,CRPF Camp / Crown Plaza,28.527783,77.2722
913,U03107,Tara Apartment,28.524,77.256
914,DC3600,Jahangir Puri Metro Station,28.7273,77.161583
915,U02237BJP,Budha Jayanti Park,28.615317,77.175317
916,DC4117,Bank Enclave,28.638617,77.269717
917,U02566,Anandlok,28.5582,77.2184
918,DC4309,Kapil Vihar,28.699602,77.134723
919,U02729,Vocational College,28.5322,77.2278
920,U00527BPC,IOC Dwarka Road,28.5445,77.0648
921,U00881,Peera Garhi Metro Station,28.68,77.0929
923,U01005,Rithala School,28.7150833333333,77.1039
924,U03156,Ram Puri Gali No 13,28.5346,77.2602
925,U00968,G Block Hari Nagar,28.628,77.100233
926,U00561,Uttam Nagar,28.623017,77.06031
927,U00546,Rajiv Nagar,28.724767,77.058683
928,U02666,Andrews Ganj Shiv Mandir / Ansal Plaza,28.56545,77.2245
929,U01192,Rohini Sec 7 and 8 Crossing,28.708133,77.125317
930,U02838,National Stadium,28.6136,77.2347
931,U99918,E.S.I. Hospital,28.515967,77.28055
932,U01900,ISTM,28.552767,77.181
933,U99890,Telephone Exchange,28.675817,77.309217
934,DC4372,Ranhola Extension,28.657889,77.043025
935,U03138,Nizamuddin Road Bridge,28.599043,77.257822
936,U02655,I P College,28.679633,77.223967
937,DC3537,Om Vihar,28.621,77.052203
938,U01094,Engg College Shahbad,28.745317,77.116433
939,DC3729,Pusta No 3 Sonia Vihar,28.725583,77.2448
940,U02164,Chetan Bihari Mandir Sant Nagar,28.7447,77.198
941,U02594,Banarsi Daas Estate Timarpur,28.69714,77.220359
942,DC0139,Bank,28.52585,77.273517
943,U02625,Vigyan Bhawan,28.610217,77.22165
944,U02760,Dayal Singh College,28.592183,77.228983
945,U99957A,Jal Vihar Terminal,28.578443,77.245874
946,DC4223,Mukundpur (Changeover Point),28.72506,77.18286
947,DC3563,Nangli Sakrawati Crossing,28.616417,77.007333
948,DC3540,Mohan Garden,28.62012,77.0401
949,U03434,Surajkund Crossing,28.5015,77.2903
950,DC4200,Princess Park/ Airforce Noval Office Enclave,28.587688,77.066452
951,U01544,Swatantra Bharat Mills,28.663528,77.155197
952,U02705,Nehru Vihar Crossing,28.709067,77.226233
953,U99750,PS Ranhola,28.653399,77.03552
954,U00191,Nazafgarh Terminal,28.61465,76.9779
955,U00079,Mitraon School,28.6069,76.9394
956,U01465,Bentex,28.6442,77.1477
957,DC4492,Jharoda Kalan,28.655132,76.949972
958,U03661,Gagan Cinema,28.6957,77.3153
959,U01478,Britannia,28.6849,77.1492
960,DC4054,Krishna Marg Kardam Puri,28.696833,77.281817
961,U01753,Wazir Pur JJ Colony,28.6821,77.170133
962,DC3663,Chhawni Hospital,28.599133,77.125683
963,DC3997,Rohini Sec 22 Terminal,28.717833,77.063783
964,DC3931,Sector 17/18 More Dwarka,28.59345,77.033267
965,U03541,Ashirwad Apartment,28.634483,77.301867
966,U02287,Saket A Block (Malviya Nagar Metro Station),28.528,77.205
967,U01234,Kabul Line,28.5978,77.1287
968,U00588,Uttam Nagar Terminal,28.625329,77.066948
969,U00284,Jhatikara Xing,28.5845,76.9956
970,U00465,Rama Vihar,28.728583,77.045817
971,U02832,Mandi House,28.625767,77.234333
972,U02949,Kailash Colony,28.554483,77.2432
973,U01036,Rithala Metro Station,28.7198,77.1087
974,U01014MPS,Mangolpur School,28.694767,77.106433
975,U01187,Rajdhani College / Raja Garden,28.656033,77.125833
976,U00779,Mangla Puri Terminal,28.5899833333333,77.0870166666667
977,U02454,Khel Gaon / Siri Fort Road,28.5507,77.210817
978,DC3689,Civil Line Metro Station,28.676717,77.225033
979,U01920,Mukund Pur Crossing,28.73215,77.182433
980,U02788,Andrews Ganj,28.565967,77.2306
981,U02406,Ice Factory (Rani Jhansi Road),28.667237,77.209039
982,DC4326,Goyla Village,28.587602,77.008644
983,U01479,Libaspur GT Road,28.752483,77.14945
984,DC4469,Mundhela School II,28.614198,76.895717
985,U03773,New Seema Puri Depot Cluster,28.684864,77.331577
986,U02325,Maharishi Balmiki,28.7051,77.204933
987,U02131,Nauroji Nagar,28.569294,77.195057
988,U99871,Tughlaq Crescent,28.5949,77.212
989,U01348,Payal Cinema,28.6314,77.1384
990,U99632,Agar Nagar,28.703277,77.043984
991,DC4412,KharKhari Jatmal,28.582264,76.958092
992,U02660,Minto Road Terminal,28.639324,77.223869
993,DC0043,Sec-24 Rohini,28.7283,77.0926
995,U01060,Puspanjali Enclave,28.696267,77.1112
996,DC0020,Saleemgarh Road,28.6502,77.2524
997,U00609,Budhela Village / C Block Vikas Puri,28.6354,77.070533
998,U00961,Mangolpur Kalan Village,28.6957,77.1012
999,U00809,Palam Colony,28.581483,77.096017
1000,U02113,Pusa Road Petrol Pump Sadhu Vaswani Marg,28.6448,77.1934
1001,U00574,Kirari Railway Xing,28.686399,77.062712
1002,U02118,Talkatora Stadium Garden,28.621483,77.194617
1003,DC0056,Mukharji Nagar Tank,28.7105,77.2112
1004,DC3915,Maya Enclave,28.616667,77.110233
1005,U99849,Kaka Nagar,28.60575,77.2371
1006,U02104,Vinay Marg,28.5862,77.1934
1007,U99803A,Kirodi Mal College,28.6833333333333,77.2085
1008,U01897,R K Puram Sec-4,28.5618,77.1807
1009,U02593,Mall Road,28.693917,77.219883
1010,DC0072,Nirman Bhawan,28.6105,77.215867
1011,U99931A,Lodhi Hotel,28.591317,77.239667
1012,U00672,Vijay Enclave,28.6062,77.0755
1013,U00799,Hanuman Mandir Rohini Sec 24,28.722667,77.08745
1014,DC4389,TilangPur Kotla,28.651233,77.0302
1015,U01536,Masood Pur Village,28.525433,77.154483
1016,DC0003,Rohini West Metro Station,28.7154,77.1147
